Time	Open	High	Low	Close	Volume	MovingAverage	AlligatorJaw	AlligatorTeeth	AlligatorLips	RSI
2024.09.09 01:00	0.10950438759114789	0.056766279524993024	0.1308422740165227	0.12263567808134468	0.061358366792965	0.0	0.006671236499656175	0.010013501350137233	0.0	0.2404402486805115
2024.09.09 02:00	0.12371771103695295	0.06068119535430583	0.12319644839067578	0.11064408455927577	0.11638296669117232	0.0008438968491475407	0.0003454361941592765	0.007064099267068968	0.015057460654450239	0.1591256536819461
2024.09.09 03:00	0.11172908169571016	0.06042020096568734	0.12430632630410798	0.09902336506366538	0.20318950404343156	0.002140833059435465	0.001770360495051193	0.003953966825250177	0.032157197581572206	0.22575979048146322
2024.09.09 04:00	0.09924607588678569	0.06590108312671816	0.11296090763349298	0.12028680924712631	0.48215800486342814	0.008465617865738295	0.0	0.0	0.05395301610744241	0.3650881343139536
2024.09.09 05:00	0.12087504634779123	0.07203445125929875	0.14095449500554835	0.11497094820125753	0.24260589266527172	0.009078553471969286	0.001187436917412299	0.0027404526166918686	0.05936447131582412	0.23950516443783365
2024.09.09 06:00	0.11531331108639264	0.08821610335378693	0.13824146010605176	0.14031400667573024	0.16450828479330432	0.014834818295678787	0.0010578983446052348	0.017849106339212994	0.06037984031015142	0.35631493550626936
2024.09.09 07:00	0.14077369917191973	0.07673235025447411	0.1476137624861238	0.12745704042526995	0.14878697053667364	0.030851092180181894	2.698720266636201e-05	0.03008872315803046	0.07441039368625013	0.3848770216769548
2024.09.09 08:00	0.1275491286614745	0.061333681325855594	0.02355407571833723	0.0	0.37759429960979474	0.04533946861147342	0.003600092835974067	0.036132184647044596	0.08071029676466424	0.38847813613716675
2024.09.09 09:00	0.0	0.0	0.0	0.023117814315735785	0.5052310128371882	0.056638803265439464	0.00937535420703739	0.05115243667224689	0.08090644759311161	0.4116089839092476
2024.09.09 10:00	0.02360647633172519	0.04019313584758066	0.04143544210136341	0.07887254295957646	0.4991800033930895	0.06959039911879827	0.009925893141470965	0.06415552269513114	0.09740619375086368	0.40148786787610624
2024.09.09 11:00	0.08033617599802412	0.026360433250687265	0.055493895671475	0.05241686240573529	0.37855567494203474	0.07758521137396102	0.008312058421900304	0.07420117011702132	0.11960585221765996	0.35065536829032684
2024.09.09 12:00	0.052898282041773825	0.05193788333551197	0.0808977679121945	0.1044628507850156	0.24763897528699885	0.08595311486769219	0.012219805368303582	0.08744535167803491	0.12937877878801984	0.29388177602863697
2024.09.09 13:00	0.10554937584970858	0.07203445125929875	0.09322974472808099	0.08010878971442636	0.2564044562574224	0.09112309345936254	0.017007335121689948	0.09704095409541935	0.13796326210366416	0.26415887689044415
2024.09.09 14:00	0.08083055246570225	0.06825003262429874	0.09643605870020622	0.11460007417480611	0.2165356557145281	0.0925443934158352	0.02724627981411487	0.10368715442974974	0.14662851340749228	0.24483996450089585
2024.09.09 15:00	0.11840316400939344	0.1361085736656733	0.1335553089160193	0.16046482877982626	0.4157665554487361	0.09426771961306102	0.043184921710128776	0.11890028288545551	0.1477938800941594	0.21553373001983944
2024.09.09 16:00	0.16067235199604468	0.15163773978859751	0.17005796029103593	0.14698973915193392	0.5022337838602047	0.10045925754844376	0.057628472578308276	0.1342741416998976	0.1402132274888146	0.2979210145415041
2024.09.09 17:00	0.1473241873686817	0.09839488450998601	0.09483290171414183	0.11076770923476431	0.5103206469490471	0.1057535998863024	0.07228792106783999	0.13855760576059595	0.13209027553422814	0.343672766181468
2024.09.09 18:00	0.11135829934494978	0.07686284744878691	0.09951905290417784	0.1383360118679704	0.3559916303794605	0.10435894930401446	0.08503667560843553	0.13848527709915714	0.12120967369733293	0.24410441655674586
2024.09.09 19:00	0.13891978741811783	0.15163773978859751	0.16759156492785365	0.20299171714674458	0.22971215291522934	0.10644648361508047	0.09583695411636484	0.13933714800053565	0.11361748280796391	0.22472710067600343
